id,Name,Description,Building_type,Property_type,Amenities,host_id,Host_name,Host_identity_verified,Host_Experience,Host_fee,Neighbourhood,State,Zipcode,Currency,Season,Instant_bookable,Construction_year,Accommodation_year,Commission,Booking_total,Status,Bookings,Service_fee,Cancellation_Policy,Food_cost,Food_type,Minimum_nights,Reviews,Reviews_per_month,Review_rate_number,House_rules,Host_Revenue,Platform_Revenue,Total_Revenue,Year
8749319,The Home Sweet Home,Eveland the Place to Stay & Enjoy a 5-⭐️ 2bdrm,Private room,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Air conditioning' 'Heaters']",6576348,Adams,confirmed,Moderately Experienced,0.11,Hammerbrook in Germany,Germany,4125,usd,Non Holiday Season,Yes,03-03-2022,03-03-2023,0.11,83.7,not confirmed,935,0,Moderate,29.48,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'Bread and Jam'],89,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",3.19,6," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",32.577,5.1678,52.1588,2023
3372812,The Home Sweet Home,Lovely railroad apartment,Apartment,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Air conditioning' 'Coffee machine']",1781952,Zach,confirmed,Moderately Experienced,0.14,Richmond in Melbourne,Melbourne,6433,usd,Holiday Season,No,18-10-2009,18-10-2010,0.12,73.36,not confirmed,180,0,Strict,43.74,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Milk'],99,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,4.63,8,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,32.6064,10.0008,70.9416,2010
8158439,Cozy Guesthouse,Harlem Hideaway Guest Room,Private room,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Air conditioning' 'Coffee machine'
 'Iron and iron board']",9674513,Lloyd,not confirmed,Moderately Experienced,0,Oak Lawn in  Texas,Alaska,4532,usd,Holiday Season,No,24-05-2022,24-05-2023,0.13,69.55,not confirmed,726,0,Strict,34.62,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Milk'],269,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,7.33,3,No smoking,21.955,5.9373,57.6438,2023
8890704,Williamsburg Abode,BIG ROOM / DOWNTOWN  LOFT /,Shared room,Cabin,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Air conditioning' 'Heaters' 'LED TV']",7575924,Mitchell,confirmed,Inexperienced,0.14,Roma Sur in MexicoCity,MexicoCity,2884,usd,Holiday Season,No,10-08-2011,10-08-2012,0.12,69.71,not confirmed,877,0,Strict,17.91,['Cereals' 'Fruits' 'Vegetables' 'Bread and Jam' 'Juices'],258,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",7.4,1,No smoking,31.7304,1.998,36.9993,2012
3108225,Redstone Villa,Amazing room in Prime East Village!,Entire house,Cabin,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'Free parking' 'Washer and Dryer']",2257471,Martin,confirmed,Moderately Experienced,0.14,Poncey-Highland in  Georgia,Bangalore,2412,usd,Holiday Season,No,26-02-2019,26-02-2020,0.13,83.36,confirmed,598,0.76,Strict,10.07,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Yogurt'],392,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,4.98,4," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",35.0064,5.3784,96.3028,2020
3057491,The Chalet,Lovely 3 bedroom in Italianate Brownstone w/garden,Private room,Bed & Breakfast,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Coffee machine' 'Heaters']",5672900,Spencer,confirmed,Moderately Experienced,0.14,Meireles in Brazil,Brazil,9314,usd,Holiday Season,No,23-08-2020,23-08-2021,0.14,78.62,confirmed,412,0.52,Moderate,19.04,['Cereals' 'Fruits' 'Vegetables' 'Bread and Jam' 'Juices'],113,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,8.41,4,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",33.8688,9.0828,86.3638,2021
8607819,La Belle Vie,LOCATION LOCATION LOCATION Liz's,Shared room,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Free parking' 'Pool']",1350510,Tucker,not confirmed,Moderately Experienced,0,Meireles in Brazil,Brazil,2011,usd,Holiday Season,No,01-04-2015,01-04-2016,0.12,69.82,not confirmed,759,0,Flexible,17.55,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Bread and Jam'],250,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,7.22,7,Clean up and treat the home the way you'd like your home to be treated,21.982,13.6458,48.2904,2016
1660440,The Little James st. Manor,Ideal Brooklyn Brownstone Apartment,Shared room,Unconventional,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Pool' 'Heaters' 'LED TV']",3953827,Lloyd,confirmed,Moderately Experienced,0.15,Meireles in Brazil,Brazil,6182,usd,Non Holiday Season,No,29-03-2019,29-03-2020,0.15,65.97,not confirmed,198,0,Strict,36.35,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Muffins'],256,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",6.1,8," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",31.4925,13.176,66.5051,2020
7900441,Baker Avenue Bungalow,Sun-drenched East Village Penthouse,Apartment,Unconventional,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'Free parking' 'LED TV']",2934707,Camilla,not confirmed,Inexperienced,0,Meireles in Brazil,Brazil,1425,usd,Holiday Season,No,22-01-2019,22-01-2020,0.14,64.25,confirmed,859,0.23,Moderate,13.46,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Muffins'],196,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,9.4,8,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",21.425,20.304,65.469,2020
4353984,Himalayan Home,LOCATION LOCATION LOCATION Liz's,Shared room,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Free parking' 'Washer and Dryer' 'Iron and iron board']",4399775,Jimmy,not confirmed,Experienced,0,Oak Lawn in  Texas,Gujarat,6429,usd,Holiday Season,Yes,23-11-2013,23-11-2014,0.12,71.94,confirmed,978,0.32,Moderate,14.51,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'Yogurt'],175,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,7.88,1,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,22.194,2.1276,48.1532,2014
9939018,The Home Sweet Home,Oceanfront Apartment in Rockaway,Apartment,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'LED TV' 'Air conditioning']",1877497,Goenuel,not confirmed,Moderately Experienced,0,Constitución in Argentina,Argentina,9628,usd,Holiday Season,Yes,04-09-2016,04-09-2017,0.11,75.31,not confirmed,423,0,Moderate,40.35,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'Eggs'],483,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,8.18,10,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,22.531,22.086,79.6953,2017
1973831,The Tired Traveler Inn,Cozy&Clean in a great neighborhood,Entire house,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'Smart locks for self check-in'
 'Air conditioning']",9993609,Jay,not confirmed,Inexperienced,0,Meireles in Brazil,Brazil,3375,usd,Holiday Season,Yes,05-12-2022,05-12-2023,0.12,79.19,confirmed,851,0.72,Moderate,45.81,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Milk'],361,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,3.69,3,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,22.919,2.9889,123.1914,2023
6691175,Junoon In The Hills,LOCATION LOCATION LOCATION Liz's,Entire house,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'Coffee machine' 'Pool']",7573762,Andrew,confirmed,Experienced,0.13,Capucins in France,France,9330,usd,Non Holiday Season,No,02-07-2020,02-07-2021,0.15,80.65,not confirmed,914,0,Strict,12.52,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Juices'],63,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,8.1,5,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,33.5495,10.935,65.52,2021
1484185,The Northern Colonial,Nolita/Soho Duplex Apartment with Rooftop,Private room,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'Washer and Dryer'
 'Smart locks for self check-in']",4178412,Spencer,confirmed,Inexperienced,0.15,Oak Lawn in  Texas,Oregon,8206,usd,Non Holiday Season,No,22-07-2009,22-07-2010,0.12,87.32,confirmed,965,0.53,Moderate,21.46,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Juices'],401,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,6.13,4,No smoking,36.83,6.6204,91.9796,2010
8405435,Rosie’s Retreat,Artsy TopFloor Apt in PRIME BEDFORD Williamsburg,Shared room,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Coffee machine' 'Pool' 'Iron and iron board']",9361283,Murphy,confirmed,Experienced,0.15,Oak Lawn in  Texas,Darwin,1163,usd,Non Holiday Season,No,03-07-2012,03-07-2013,0.14,67.76,not confirmed,367,0,Moderate,54.32,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'Milk'],93,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",5.41,3,No smoking,31.94,4.3821,91.6362,2013
6733020,Redstone Villa,Cozy 2 br in sunny Fort Greene apt,Private room,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Air conditioning' 'Heaters']",9074617,Shepard,confirmed,Inexperienced,0.12,District VII in  Hungary,Kentucky,6182,usd,Holiday Season,Yes,17-10-2015,17-10-2016,0.11,86.84,confirmed,775,0.26,Flexible,48.5,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Milk'],224,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,9.28,1," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",34.1048,2.5056,91.1892,2016
3072416,The Glen,Amazing room in Prime East Village!,Apartment,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Free parking' 'Smart locks for self check-in'
 'Iron and iron board']",2054012,Dany,not confirmed,Inexperienced,0,Capucins in France,France,3672,usd,Non Holiday Season,Yes,12-02-2013,12-02-2014,0.15,68.27,not confirmed,337,0,Strict,39.93,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'OJ'],84,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",4.76,1,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,21.827,1.2852,58.2633,2014
5349719,Pennsylvania Avenue Best Kept Secret,City Room - Semi Private Bedroom,Entire house,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Coffee machine' 'Washer and Dryer' 'Free parking']",3150547,Carroll,not confirmed,Inexperienced,0,Poncey-Highland in  Georgia,Melbourne,1111,usd,Holiday Season,No,25-10-2022,25-10-2023,0.13,83.25,confirmed,976,0.62,Strict,38.82,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'OJ'],79,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,4.23,6,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,23.325,6.8526,114.7851,2023
7617221,Charming Retreat on the Eastside,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,Apartment,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Heaters' 'Washer and Dryer']",2150258,Alex,confirmed,Experienced,0.11,Oak Lawn in  Texas,Kolkata,1422,usd,Non Holiday Season,No,09-02-2022,09-02-2023,0.13,72.68,not confirmed,720,0,Strict,29.89,['Cereals' 'Fruits' 'Vegetables' 'Bread and Jam' 'Yogurt'],61,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,7.81,10, I have a cute and quiet mixed chihuahua.,30.2628,21.087,101.6,2023
9850944,The Little Peaceful Retreat,South Slope Green,Private room,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Air conditioning' 'Pool']",2512408,Cavil,confirmed,Experienced,0.13,Poncey-Highland in  Georgia,Arkansas,2780,usd,Holiday Season,Yes,07-02-2021,07-02-2022,0.11,83.44,not confirmed,639,0,Moderate,32.98,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Juices'],57,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,5.51,6,No smoking,34.1912,8.9262,82.5204,2022
7794227,Quinta Da Santana,Artsy TopFloor Apt in PRIME BEDFORD Williamsburg,Private room,Bed & Breakfast,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'Pool' 'Free parking']",7647396,Sara,confirmed,Inexperienced,0.15,Meireles in Brazil,Brazil,9730,usd,Holiday Season,No,22-08-2012,22-08-2013,0.13,64.64,confirmed,324,0.32,Strict,25.32,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Juices'],435,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,4.13,7,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,31.16,7.8057,70.7497,2013
2067340,Quinta Da Santana,"Large, Open, Airy Room, Close to Subway Harlem NYC",Apartment,Unconventional,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Free parking' 'Coffee machine']",9923977,Georgette'S,confirmed,Inexperienced,0.15,Hammerbrook in Germany,Germany,2534,usd,Holiday Season,Yes,19-01-2008,19-01-2009,0.12,73.08,confirmed,798,0.28,Strict,20.37,['Cereals' 'Fruits' 'Vegetables' 'Bread and Jam' 'Yogurt'],236,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",5.1,1, I have a cute and quiet mixed chihuahua.,33.27,1.377,59.4018,2009
1349535,East Shore Hideaway,Sanctuary in East Flatbush,Private room,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Air conditioning' 'Free parking' 'Coffee machine']",9573870,Freddy,confirmed,Moderately Experienced,0.12,District VII in  Hungary,Bangalore,3082,usd,Holiday Season,Yes,16-01-2018,16-01-2019,0.11,75.63,confirmed,882,0.67,Flexible,34.44,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'OJ'],220,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,6.54,6,Clean up and treat the home the way you'd like your home to be treated,31.6386,10.5948,112.9758,2019
1500907,The Award Winning Peter Street B&B,"Historic House Boerum Hill, BK, NYC",Entire house,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Free parking' 'LED TV' 'Heaters']",2980699,Jessica,confirmed,Inexperienced,0.16,Richmond in Melbourne,Melbourne,8665,usd,Holiday Season,No,14-07-2020,14-07-2021,0.12,79.03,confirmed,938,0.33,Moderate,22.64,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'OJ'],467,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",9.38,2,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",35.5478,5.0652,71.156,2021
